Release,Track No#,Song Title,Artist,Rep Count,Duration,Genre,Hard?,Easy to Learn?,Tags,,,,,,,,Release,Track No#,Song Title,Artist,Rep Count,Duration,Genre,Hard?
130,7 - Lunges,SPEAK up! (ISOxo Remix),Knock2,,5:12,EDM,Hard,,Hard,,,,,,,,,,,,,,,
130,8 - Shoulders,Where You Are,Yesssss,,5:48,Pop,,,,,,,,,,,,,,,,,,
130,9 - Core,La Tarde,Jude & Frank and AtcG,,5:14,Latin,,,,,,,,,,,,,,,,,,
130,10 - Cooldown,Saturn,SZA,,4:02,Pop,,,,,,,,,,,,,,,,,,
131,1 - Warmup,Maze,Punctual feat. PHIA,,4:35,Pop,,,,,,,,,,,,,,,,,,
131,2 - Squats,Blind Faith,Chase & Status feat. Liam Bailey,,6:09,EDM,,Easy to Learn,"Positive Vibes, Easy to Learn",,,,,,,,,,,,,,,
131,3 - Chest,Toxic (Phibes Remix),Songer,,5:29,Hip-Hop,,,,,,,,,,,,,,,,,,
131,4 - Back,These Words,Badger & Natasha Bedingfield,,2:11,Pop,,,Women of Pop,,,,,,,,,,,,,,,
131,5 - Triceps,Selecta,Chase & Status feat. Stefflon Don,,6:16,EDM,,Easy to Learn,"Beast Mode, Easy to Learn",,,,,,,,,,,,,,,
131,6 - Biceps,Drama,aespa,,4:23,K-Pop,,,,,,,,,,,,,,,,,,
131,7 - Lunges,Humo,"Dillon Francis, Good Times Ahead",,5:34,Latin,,,,,,,,,,,,,,,,,,
131,8 - Shoulders,Traces Of You (Luca Lush Remix),Nytrix,,5:28,EDM,,,Break-Up Songs,,,,,,,,,,,,,,,
131,9 - Core,Swish Swish (Valentino Khan Remix),Katy Perry feat. Nicki Minaj,,5:25,Pop,,,Women of Pop,,,,,,,,,,,,,,,
131,10 - Cooldown,Espresso,Sabrina Carpenter,,4:24,Pop,,,Women of Pop,,,,,,,,,,,,,,,
132,1 - Warmup,Shiver,Cleanhitterz,,5:48,EDM,,,,,,,,,,,,,,,,,,
132,2 - Squats,Convivium,Gabry Ponte & T-78 Trish Belt,,6:22,EDM,,Easy to Learn,"Beast Mode, Easy to Learn",,,,,,,,,,,,,,,
132,3 - Chest,Delilah (pull me out of this),Fred again..,,6:13,EDM,,,,,,,,,,,,,,,,,,
132,4 - Back,No Glory (LBLVNC Remix),Skan & Krale feat. M.I.M.E & Drama B,,5:45,EDM,,,,,,,,,,,,,,,,,,
132,5 - Triceps,When You Were Young (Calvin Harris Remix),The Killers,,5:09,Rock,,,,,,,,,,,,,,,,,,
132,6 - Biceps,Say Amen (Saturday Night) (Sweater Beats Remix),Panic! At The Disco,,4:51,Rock,,,Emo,,,,,,,,,,,,,,,
132,7 - Lunges,Droppin' Hot,Bingo Players x Firebeatz feat. Sonny Wilson,,4:41,Pop,,,,,,,,,,,,,,,,,,
132,8 - Shoulders,ZENLESS,"Tiesto, Lucas & Steve, Silent Child",,5:17,EDM,,Easy to Learn,Easy to Learn,,,,,,,,,,,,,,,
132,9 - Core,Time for Toms,Like Heart,,5:50,Latin,,,,,,,,,,,,,,,,,,
132,10 - Cooldown,Lose My Cool,Niko Walters feat. Will,,3:26,Pop,,,,,,,,,,,,,,,,,,
133,1 - Warmup,Another World,MEDUZA & HAYLA,,4:43,EDM,,,Easy to Learn,,,,,,,,,,,,,,,
133,2 - Squats,Sun Is Shining,Funkstar De Luxe x Fred V,,5:11,EDM,,,Summer,,,,,,,,,,,,,,,
133,3 - Chest,Kill It,aespa,,5:20,K-Pop,,,,,,,,,,,,,,,,,,
133,4 - Back,SMACK TALK,"ISOxo, Knock2, RL Grime, ISOKNOCK",,5:25,EDM,,,Beast Mode,,,,,,,,,,,,,,,
133,5 - Triceps,Its ok I'm ok,Tate McRae,,5:00,Pop,,Easy to Learn,"Women of Pop, Break-Up Songs, Easy to Learn",,,,,,,,,,,,,,,
133,6 - Biceps,HOT TO GO!,Chappell Roan,,5:00,Pop,,,"Women of Pop, Sing-Along, Valentine's Day, Summer",,,,,,,,,,,,,,,
133,7 - Lunges,My My My,Promise Land x Skullwell,,5:17,EDM,Hard,,"Positive Vibes, Hard",,,,,,,,,,,,,,,
133,8 - Shoulders,In My Mind (Extended Mix),"Gabry Ponte, Giuseppe Ottaviani feat. Malou",,5:55,EDM,,,,,,,,,,,,,,,,,,
133,9 - Core,Candela,Sunlay,,5:00,Latin,,,,,,,,,,,,,,,,,,
133,10 - Cooldown,Rumble,Rag'n'Bone Man,,3:31,Pop,,,,,,,,,,,,,,,,,,
